train_acc,train_loss,val_acc,val_loss
0.02947368421052632,4.353549,0.0436,4.1798897
0.05467368421052631,4.057398,0.0656,4.0038414
0.07345263157894737,3.9146872,0.06880000000000001,3.880971
0.08176842105263159,3.8484468,0.0704,3.8907118
0.09282105263157896,3.7700052,0.09440000000000001,3.7714417
0.10578947368421054,3.6875834,0.09559999999999999,3.9983118
0.12292631578947369,3.602205,0.1184,3.6075106
0.13663157894736844,3.5198047,0.1144,3.807009
0.14932631578947367,3.4401367,0.1508,3.5399475
0.1666736842105263,3.3589618,0.17,3.3961527
0.1802736842105263,3.2839096,0.1696,3.4193985
0.19073684210526315,3.221229,0.2048,3.2064428
0.20258947368421057,3.1588142,0.20600000000000002,3.179099
0.21362105263157893,3.1111288,0.21760000000000002,3.0784814
0.22433684210526317,3.048979,0.21440000000000003,3.1719663
0.2330947368421053,3.009832,0.21719999999999998,3.1054044
0.24421052631578946,2.9603624,0.21520000000000003,3.0838501
0.2519368421052631,2.9224389,0.22880000000000003,3.0760705
0.2587368421052632,2.8799284,0.24720000000000003,2.955547
0.27,2.8413417,0.23439999999999997,3.0471637
0.2755157894736842,2.8085246,0.2524,2.9811141
0.2797052631578948,2.7878902,0.2728,2.8310065
0.28884210526315784,2.742405,0.2772,2.8027172
0.2946315789473684,2.7222204,0.29600000000000004,2.722453
0.29650526315789477,2.6957963,0.3,2.7684205
0.3029263157894737,2.6728942,0.2892,2.7875955
0.31162105263157897,2.6400816,0.296,2.7467828
0.3138947368421052,2.6140394,0.3064,2.716575
0.3201052631578948,2.5820713,0.30760000000000004,2.725348
0.32612631578947376,2.5633624,0.3068,2.7434146
0.3296842105263158,2.5433614,0.3052,2.7527258
0.33444210526315793,2.5273511,0.3104,2.623749
0.34216842105263157,2.500053,0.3028,2.7162058
0.34366315789473684,2.4807987,0.31439999999999996,2.6611438
0.34987368421052634,2.459352,0.32280000000000003,2.6613648
0.35583157894736844,2.432096,0.31880000000000003,2.6062815
0.35814736842105266,2.4212146,0.3408,2.6111326
0.3602736842105263,2.3966167,0.33720000000000006,2.583783
0.3671578947368422,2.3785038,0.348,2.4990423
0.37016842105263154,2.3588486,0.35679999999999995,2.4504752
0.37783157894736835,2.338952,0.3484,2.5010662
0.3768210526315789,2.3259165,0.3604,2.4871414
0.3813473684210526,2.3082666,0.35639999999999994,2.478425
0.38667368421052634,2.2913897,0.344,2.5734107
0.3890736842105263,2.2750418,0.36,2.4738345
0.3924,2.257483,0.37920000000000004,2.477709
0.39625263157894736,2.2411227,0.38280000000000003,2.361701
0.3985052631578948,2.2290912,0.35680000000000006,2.4000468
0.4032,2.2149568,0.3776,2.3994722
0.4072421052631579,2.1973634,0.3804,2.4405558
0.4097684210526316,2.1809425,0.3868,2.363824
0.41208421052631583,2.1702302,0.3876,2.3813808
0.4142736842105263,2.156412,0.38800000000000007,2.3700278
0.4207789473684211,2.1407993,0.37799999999999995,2.403798
0.4212631578947369,2.1235123,0.39039999999999997,2.3613248
0.42505263157894746,2.1120603,0.3908,2.360294
0.42560000000000003,2.101947,0.39440000000000003,2.363402
0.43334736842105265,2.0849838,0.39280000000000004,2.365996
0.43320000000000003,2.075376,0.39399999999999996,2.389722
0.438021052631579,2.06054,0.3943999999999999,2.347502
0.4401684210526316,2.0457225,0.4059999999999999,2.2859735
0.4424631578947369,2.0449216,0.40759999999999996,2.3125167
0.44090526315789474,2.0389516,0.38760000000000006,2.3774881
0.44517894736842106,2.0177298,0.4136000000000001,2.3411894
0.4486526315789474,2.0076022,0.4104,2.2756295
0.45191578947368427,1.9935775,0.402,2.3269877
0.4518105263157895,1.984193,0.4004,2.3654625
0.45682105263157896,1.9707247,0.4052,2.3580718
0.45941052631578955,1.95798,0.4092,2.3077683
0.4613894736842105,1.9511923,0.402,2.3318677
0.46378947368421053,1.9449323,0.41320000000000007,2.294317
0.4652421052631579,1.9375067,0.4228,2.2444057
0.4657684210526316,1.9251987,0.40759999999999996,2.3283877
0.47117894736842103,1.9069887,0.41519999999999996,2.2670805
0.4720631578947369,1.9037713,0.41240000000000004,2.2979436
0.471642105263158,1.9004691,0.41239999999999993,2.2976415
0.4748421052631579,1.8969539,0.42200000000000004,2.2442129
0.4771578947368421,1.8798987,0.4208,2.271137
0.475621052631579,1.8875003,0.4268,2.2520812
0.4782947368421053,1.8746718,0.4128,2.2855108
0.4841684210526316,1.8570158,0.42239999999999994,2.2723186
0.48501052631578945,1.8550519,0.42440000000000005,2.308544
0.4822526315789474,1.8596311,0.42599999999999993,2.2626867
0.48431578947368426,1.8492329,0.4268,2.2884362
0.4876842105263158,1.8374615,0.4256,2.2544456
0.4875157894736842,1.8381906,0.4228,2.2646968
0.4880842105263158,1.8337562,0.41479999999999995,2.2820108
0.4902947368421052,1.8338006,0.4232,2.2720199
0.492421052631579,1.8234143,0.42760000000000004,2.2669597
0.4906105263157895,1.8217033,0.4244,2.2679412
0.49197894736842107,1.8187388,0.4192,2.259288
0.49252631578947365,1.8163366,0.42160000000000003,2.262581
0.49311578947368423,1.8100699,0.42480000000000007,2.2583117
0.49326315789473685,1.8096102,0.42199999999999993,2.278521
0.49574736842105266,1.8038356,0.4252,2.258935
0.49473684210526314,1.8032732,0.42480000000000007,2.2748797
0.49673684210526314,1.805697,0.4231999999999999,2.2612371
0.4946947368421053,1.8016356,0.4272000000000001,2.2749581
0.49524210526315793,1.8014083,0.42879999999999996,2.263483
0.495221052631579,1.8046328,0.4268,2.250069
